,ID,Age,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Jersey Number,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
10191,208958,31,65.0,65,1.0,3.0,1.0,31.0,12.0,12.0,13.0,30.0,11.0,15.0,16.0,15.0,20.0,20.0,40.0,45.0,36.0,62.0,47.0,23.0,57.0,36.0,78.0,19.0,22.0,15.0,11.0,67.0,18.0,56.0,11.0,18.0,18.0,66.0,60.0,64.0,67.0,66.0
10192,221502,22,65.0,72,1.0,3.0,2.0,22.0,28.0,63.0,64.0,55.0,54.0,58.0,36.0,28.0,32.0,58.0,76.0,79.0,67.0,59.0,56.0,65.0,79.0,46.0,78.0,54.0,63.0,25.0,65.0,59.0,60.0,60.0,15.0,24.0,18.0,7.0,8.0,15.0,14.0,7.0
10193,200255,28,65.0,65,1.0,3.0,4.0,8.0,62.0,48.0,44.0,60.0,61.0,67.0,73.0,63.0,63.0,64.0,84.0,76.0,80.0,67.0,59.0,58.0,54.0,65.0,61.0,62.0,40.0,21.0,55.0,60.0,60.0,62.0,26.0,23.0,44.0,13.0,14.0,7.0,12.0,16.0
10194,205887,23,65.0,72,1.0,3.0,2.0,25.0,38.0,66.0,63.0,62.0,60.0,57.0,46.0,38.0,33.0,65.0,64.0,61.0,55.0,59.0,62.0,69.0,63.0,60.0,68.0,56.0,40.0,24.0,65.0,58.0,65.0,67.0,38.0,22.0,20.0,14.0,16.0,12.0,12.0,15.0
10195,206399,30,65.0,65,1.0,3.0,2.0,17.0,60.0,54.0,56.0,63.0,31.0,61.0,62.0,44.0,59.0,62.0,72.0,72.0,65.0,66.0,68.0,62.0,69.0,78.0,73.0,62.0,86.0,64.0,58.0,55.0,45.0,62.0,63.0,64.0,57.0,14.0,9.0,12.0,11.0,16.0
10196,226879,26,65.0,65,1.0,3.0,3.0,34.0,57.0,64.0,58.0,61.0,56.0,67.0,50.0,57.0,48.0,66.0,76.0,70.0,71.0,63.0,78.0,63.0,66.0,73.0,64.0,60.0,52.0,18.0,65.0,61.0,59.0,64.0,19.0,17.0,16.0,8.0,13.0,11.0,15.0,9.0
10197,231743,20,65.0,76,1.0,2.0,3.0,17.0,45.0,61.0,65.0,56.0,48.0,72.0,45.0,37.0,40.0,61.0,68.0,72.0,70.0,54.0,76.0,62.0,68.0,68.0,81.0,55.0,68.0,44.0,68.0,59.0,47.0,52.0,44.0,34.0,23.0,7.0,14.0,9.0,9.0,5.0
10198,229440,27,65.0,67,1.0,2.0,2.0,20.0,26.0,20.0,63.0,40.0,28.0,46.0,50.0,25.0,41.0,43.0,51.0,68.0,33.0,66.0,34.0,45.0,70.0,45.0,84.0,25.0,62.0,61.0,49.0,31.0,35.0,58.0,67.0,65.0,61.0,15.0,7.0,12.0,10.0,8.0
10199,231488,26,65.0,65,1.0,2.0,3.0,29.0,62.0,54.0,41.0,52.0,47.0,74.0,61.0,36.0,43.0,67.0,93.0,87.0,75.0,55.0,76.0,68.0,58.0,68.0,78.0,50.0,65.0,27.0,50.0,57.0,45.0,66.0,33.0,29.0,23.0,11.0,14.0,14.0,13.0,8.0
10200,239936,19,65.0,78,1.0,3.0,3.0,26.0,32.0,68.0,61.0,60.0,50.0,66.0,34.0,32.0,56.0,67.0,74.0,71.0,70.0,58.0,72.0,64.0,71.0,68.0,61.0,55.0,49.0,18.0,63.0,53.0,57.0,55.0,15.0,18.0,16.0,10.0,10.0,8.0,14.0,14.0
10201,193344,28,65.0,65,1.0,2.0,2.0,11.0,65.0,67.0,67.0,65.0,46.0,59.0,58.0,48.0,63.0,61.0,73.0,70.0,51.0,60.0,59.0,71.0,60.0,68.0,77.0,54.0,58.0,47.0,67.0,55.0,57.0,63.0,61.0,54.0,52.0,6.0,16.0,13.0,16.0,7.0
10202,165185,32,65.0,65,1.0,3.0,2.0,9.0,48.0,64.0,68.0,35.0,63.0,61.0,68.0,63.0,20.0,65.0,57.0,67.0,54.0,55.0,70.0,70.0,72.0,71.0,88.0,64.0,70.0,29.0,65.0,54.0,67.0,55.0,44.0,21.0,16.0,7.0,16.0,6.0,11.0,14.0
10203,231489,31,65.0,65,1.0,2.0,1.0,1.0,10.0,6.0,13.0,22.0,6.0,9.0,10.0,12.0,15.0,12.0,20.0,23.0,36.0,62.0,41.0,23.0,58.0,26.0,49.0,6.0,28.0,10.0,5.0,52.0,18.0,55.0,24.0,11.0,11.0,74.0,59.0,77.0,50.0,71.0
10204,243521,20,65.0,75,1.0,3.0,3.0,3.0,60.0,48.0,59.0,63.0,39.0,67.0,36.0,32.0,61.0,63.0,78.0,76.0,72.0,59.0,75.0,41.0,65.0,69.0,51.0,39.0,55.0,59.0,67.0,41.0,45.0,53.0,58.0,65.0,64.0,12.0,10.0,11.0,10.0,8.0
10205,212546,23,65.0,69,1.0,2.0,2.0,12.0,57.0,30.0,68.0,63.0,48.0,57.0,38.0,21.0,56.0,60.0,67.0,73.0,53.0,60.0,55.0,63.0,71.0,75.0,86.0,32.0,72.0,64.0,48.0,37.0,38.0,65.0,62.0,66.0,61.0,9.0,9.0,9.0,13.0,8.0
10206,213314,24,65.0,72,1.0,3.0,1.0,16.0,18.0,19.0,15.0,26.0,16.0,13.0,16.0,12.0,33.0,25.0,42.0,44.0,70.0,59.0,48.0,16.0,55.0,23.0,67.0,11.0,17.0,18.0,11.0,28.0,16.0,36.0,27.0,15.0,13.0,65.0,64.0,68.0,65.0,65.0
10207,219458,27,65.0,65,1.0,3.0,3.0,22.0,55.0,67.0,61.0,52.0,51.0,65.0,53.0,35.0,43.0,64.0,84.0,84.0,80.0,51.0,72.0,65.0,88.0,84.0,75.0,56.0,48.0,31.0,68.0,56.0,50.0,54.0,28.0,27.0,24.0,12.0,13.0,11.0,10.0,14.0
10208,199491,25,65.0,67,1.0,3.0,2.0,3.0,57.0,23.0,48.0,52.0,32.0,52.0,50.0,37.0,44.0,62.0,75.0,78.0,80.0,64.0,77.0,36.0,71.0,70.0,60.0,24.0,53.0,66.0,42.0,51.0,44.0,45.0,60.0,63.0,65.0,7.0,15.0,14.0,9.0,16.0
10209,216387,25,65.0,67,1.0,3.0,2.0,14.0,30.0,63.0,63.0,50.0,60.0,61.0,32.0,27.0,29.0,63.0,70.0,76.0,71.0,63.0,63.0,68.0,62.0,53.0,81.0,55.0,53.0,23.0,59.0,36.0,61.0,63.0,24.0,28.0,26.0,7.0,10.0,10.0,11.0,7.0
10210,232003,35,65.0,65,1.0,2.0,1.0,18.0,10.0,5.0,13.0,27.0,9.0,13.0,14.0,11.0,17.0,17.0,26.0,40.0,29.0,67.0,48.0,21.0,62.0,28.0,59.0,8.0,21.0,6.0,8.0,27.0,15.0,40.0,15.0,12.0,12.0,61.0,64.0,72.0,67.0,62.0
10211,237635,22,65.0,73,1.0,3.0,4.0,11.0,60.0,52.0,40.0,60.0,48.0,69.0,47.0,42.0,54.0,66.0,88.0,85.0,84.0,58.0,79.0,50.0,60.0,65.0,46.0,44.0,32.0,17.0,60.0,45.0,51.0,47.0,19.0,24.0,26.0,14.0,12.0,11.0,9.0,11.0
10212,244547,22,65.0,71,1.0,3.0,1.0,22.0,10.0,8.0,14.0,36.0,8.0,14.0,13.0,12.0,34.0,12.0,28.0,25.0,52.0,55.0,39.0,22.0,45.0,22.0,55.0,6.0,23.0,15.0,6.0,37.0,11.0,50.0,13.0,13.0,12.0,66.0,64.0,62.0,61.0,68.0
10213,217156,36,65.0,65,1.0,3.0,1.0,12.0,20.0,16.0,19.0,21.0,16.0,17.0,20.0,14.0,21.0,24.0,36.0,35.0,36.0,60.0,45.0,20.0,32.0,38.0,45.0,11.0,25.0,17.0,15.0,54.0,22.0,58.0,20.0,16.0,19.0,64.0,65.0,65.0,65.0,62.0
10214,226628,27,65.0,66,1.0,2.0,2.0,3.0,30.0,24.0,69.0,49.0,26.0,30.0,27.0,30.0,34.0,49.0,34.0,44.0,32.0,53.0,31.0,43.0,66.0,62.0,88.0,25.0,56.0,57.0,24.0,30.0,35.0,51.0,63.0,69.0,61.0,9.0,13.0,9.0,12.0,10.0
10215,202053,25,65.0,68,2.0,4.0,3.0,12.0,64.0,54.0,29.0,54.0,51.0,71.0,61.0,48.0,48.0,70.0,90.0,92.0,91.0,62.0,70.0,63.0,58.0,32.0,29.0,41.0,22.0,25.0,60.0,59.0,62.0,57.0,22.0,28.0,21.0,14.0,14.0,12.0,14.0,14.0
10216,203845,27,65.0,65,1.0,2.0,3.0,28.0,68.0,44.0,59.0,59.0,31.0,64.0,37.0,38.0,58.0,62.0,74.0,75.0,76.0,62.0,82.0,42.0,61.0,64.0,54.0,32.0,70.0,64.0,57.0,60.0,57.0,60.0,64.0,65.0,60.0,12.0,10.0,13.0,8.0,9.0
10217,204101,27,65.0,65,1.0,4.0,3.0,10.0,68.0,53.0,52.0,65.0,56.0,67.0,72.0,62.0,60.0,64.0,73.0,65.0,76.0,63.0,81.0,62.0,73.0,68.0,51.0,61.0,51.0,28.0,61.0,61.0,53.0,59.0,42.0,28.0,29.0,15.0,8.0,12.0,7.0,15.0
10218,227909,25,65.0,70,1.0,2.0,1.0,1.0,17.0,17.0,17.0,27.0,18.0,12.0,15.0,13.0,16.0,14.0,35.0,34.0,38.0,54.0,42.0,22.0,55.0,33.0,60.0,13.0,32.0,19.0,19.0,18.0,18.0,45.0,14.0,13.0,15.0,66.0,64.0,58.0,63.0,68.0
10219,237893,20,65.0,72,1.0,3.0,2.0,17.0,63.0,22.0,53.0,62.0,35.0,53.0,60.0,33.0,58.0,65.0,75.0,71.0,73.0,56.0,62.0,35.0,62.0,65.0,71.0,35.0,55.0,61.0,43.0,53.0,32.0,66.0,60.0,68.0,67.0,13.0,12.0,7.0,14.0,8.0
10220,240453,18,65.0,81,1.0,3.0,2.0,4.0,33.0,25.0,68.0,50.0,28.0,31.0,29.0,26.0,46.0,45.0,67.0,70.0,54.0,59.0,69.0,36.0,71.0,73.0,71.0,25.0,70.0,65.0,33.0,35.0,41.0,54.0,59.0,66.0,64.0,8.0,10.0,8.0,13.0,10.0
10221,244037,21,65.0,74,1.0,3.0,3.0,21.0,65.0,60.0,51.0,62.0,54.0,66.0,67.0,55.0,62.0,64.0,75.0,71.0,71.0,69.0,71.0,61.0,72.0,61.0,59.0,59.0,41.0,22.0,62.0,64.0,58.0,57.0,31.0,25.0,22.0,11.0,8.0,6.0,14.0,13.0
10222,180293,34,65.0,65,1.0,3.0,2.0,19.0,59.0,24.0,49.0,58.0,63.0,45.0,55.0,34.0,53.0,61.0,67.0,86.0,83.0,62.0,83.0,47.0,79.0,63.0,78.0,54.0,76.0,64.0,52.0,65.0,47.0,62.0,60.0,65.0,66.0,14.0,16.0,8.0,13.0,16.0
10223,224070,24,65.0,68,1.0,3.0,2.0,89.0,57.0,60.0,75.0,53.0,52.0,66.0,37.0,24.0,47.0,61.0,64.0,74.0,62.0,58.0,49.0,73.0,70.0,72.0,78.0,57.0,62.0,18.0,61.0,53.0,66.0,61.0,17.0,23.0,25.0,15.0,12.0,7.0,11.0,9.0
10224,239686,21,65.0,73,1.0,3.0,2.0,16.0,59.0,55.0,63.0,60.0,28.0,59.0,32.0,27.0,57.0,60.0,74.0,69.0,68.0,62.0,66.0,25.0,79.0,81.0,65.0,29.0,64.0,60.0,56.0,54.0,31.0,58.0,58.0,65.0,65.0,7.0,6.0,7.0,11.0,7.0
10225,245062,26,65.0,69,1.0,2.0,2.0,4.0,32.0,29.0,61.0,65.0,30.0,36.0,36.0,34.0,31.0,65.0,58.0,62.0,45.0,55.0,67.0,49.0,65.0,63.0,55.0,26.0,59.0,62.0,25.0,32.0,45.0,55.0,66.0,70.0,72.0,15.0,6.0,14.0,14.0,6.0
10226,188230,32,65.0,65,1.0,3.0,2.0,17.0,57.0,64.0,54.0,68.0,57.0,62.0,63.0,65.0,60.0,64.0,62.0,66.0,67.0,63.0,68.0,66.0,68.0,68.0,59.0,54.0,57.0,38.0,68.0,62.0,58.0,54.0,35.0,37.0,30.0,6.0,14.0,15.0,15.0,7.0
10227,221511,26,65.0,66,1.0,3.0,2.0,9.0,38.0,62.0,72.0,57.0,62.0,55.0,52.0,53.0,49.0,60.0,61.0,65.0,31.0,58.0,34.0,70.0,58.0,67.0,91.0,65.0,68.0,28.0,64.0,46.0,54.0,56.0,28.0,26.0,25.0,11.0,9.0,12.0,11.0,9.0
10228,163143,34,65.0,65,1.0,3.0,2.0,4.0,54.0,32.0,48.0,66.0,45.0,52.0,65.0,56.0,65.0,62.0,45.0,33.0,56.0,56.0,71.0,69.0,74.0,59.0,75.0,60.0,89.0,63.0,49.0,56.0,50.0,70.0,60.0,66.0,62.0,6.0,8.0,14.0,15.0,10.0
10229,230983,25,65.0,67,1.0,3.0,3.0,7.0,30.0,68.0,63.0,69.0,49.0,67.0,56.0,33.0,61.0,66.0,54.0,53.0,69.0,59.0,71.0,59.0,72.0,52.0,52.0,51.0,29.0,19.0,62.0,62.0,66.0,59.0,30.0,23.0,21.0,10.0,14.0,10.0,6.0,8.0
10230,239431,25,65.0,67,1.0,3.0,3.0,3.0,66.0,31.0,59.0,31.0,30.0,66.0,34.0,44.0,26.0,68.0,71.0,67.0,55.0,59.0,86.0,55.0,65.0,64.0,45.0,41.0,51.0,63.0,42.0,41.0,40.0,68.0,70.0,73.0,69.0,13.0,12.0,6.0,10.0,15.0
10231,243015,23,65.0,73,1.0,3.0,2.0,3.0,27.0,25.0,63.0,50.0,29.0,34.0,28.0,31.0,35.0,51.0,62.0,58.0,43.0,55.0,54.0,44.0,73.0,63.0,77.0,21.0,54.0,57.0,27.0,30.0,46.0,60.0,64.0,72.0,68.0,11.0,9.0,13.0,9.0,12.0
10232,217160,26,65.0,66,1.0,3.0,3.0,10.0,55.0,57.0,53.0,66.0,53.0,66.0,60.0,58.0,62.0,64.0,82.0,82.0,78.0,58.0,72.0,57.0,76.0,78.0,64.0,53.0,69.0,53.0,65.0,69.0,48.0,60.0,70.0,63.0,58.0,11.0,12.0,13.0,13.0,7.0
10233,221768,28,65.0,65,1.0,3.0,2.0,18.0,46.0,39.0,65.0,62.0,40.0,48.0,51.0,37.0,49.0,55.0,62.0,69.0,62.0,59.0,52.0,56.0,53.0,64.0,75.0,48.0,59.0,65.0,46.0,62.0,40.0,57.0,63.0,66.0,62.0,9.0,10.0,15.0,10.0,15.0
10234,239944,23,65.0,71,1.0,3.0,3.0,11.0,59.0,62.0,40.0,62.0,43.0,70.0,61.0,58.0,62.0,63.0,78.0,78.0,53.0,49.0,62.0,75.0,71.0,73.0,65.0,74.0,60.0,44.0,57.0,56.0,44.0,62.0,57.0,56.0,54.0,8.0,13.0,8.0,12.0,10.0
10235,193608,26,65.0,65,1.0,4.0,3.0,8.0,54.0,56.0,55.0,68.0,56.0,64.0,58.0,53.0,63.0,67.0,64.0,60.0,73.0,60.0,71.0,72.0,67.0,83.0,73.0,68.0,74.0,65.0,51.0,58.0,57.0,56.0,62.0,66.0,61.0,9.0,12.0,8.0,9.0,12.0
10236,203849,25,65.0,69,1.0,3.0,1.0,1.0,11.0,13.0,11.0,15.0,11.0,11.0,12.0,16.0,17.0,23.0,34.0,37.0,40.0,58.0,38.0,17.0,54.0,28.0,57.0,14.0,25.0,16.0,10.0,43.0,21.0,41.0,17.0,13.0,15.0,68.0,63.0,62.0,62.0,68.0
10237,211785,23,65.0,72,1.0,3.0,3.0,17.0,65.0,46.0,46.0,62.0,41.0,68.0,55.0,67.0,66.0,66.0,79.0,83.0,75.0,62.0,77.0,54.0,64.0,69.0,60.0,42.0,47.0,63.0,65.0,62.0,49.0,62.0,59.0,60.0,57.0,12.0,16.0,9.0,9.0,10.0
10238,235849,20,65.0,80,1.0,4.0,2.0,6.0,34.0,23.0,62.0,64.0,35.0,56.0,35.0,29.0,51.0,60.0,62.0,81.0,60.0,63.0,48.0,40.0,68.0,72.0,76.0,23.0,56.0,70.0,34.0,50.0,45.0,51.0,68.0,68.0,62.0,13.0,12.0,13.0,14.0,6.0
10239,239945,20,65.0,75,1.0,4.0,3.0,88.0,53.0,51.0,50.0,68.0,52.0,65.0,58.0,53.0,66.0,69.0,70.0,74.0,75.0,63.0,91.0,62.0,51.0,59.0,65.0,60.0,57.0,56.0,53.0,67.0,56.0,66.0,61.0,57.0,55.0,10.0,13.0,8.0,10.0,10.0
10240,240969,18,65.0,83,1.0,3.0,3.0,21.0,44.0,65.0,57.0,62.0,45.0,63.0,48.0,44.0,40.0,66.0,71.0,73.0,66.0,65.0,69.0,61.0,60.0,56.0,63.0,57.0,42.0,26.0,68.0,55.0,67.0,59.0,33.0,23.0,21.0,10.0,9.0,12.0,10.0,13.0
10241,226122,23,65.0,70,1.0,2.0,2.0,25.0,31.0,67.0,66.0,57.0,52.0,62.0,38.0,34.0,32.0,58.0,55.0,67.0,43.0,59.0,52.0,72.0,62.0,60.0,83.0,62.0,53.0,18.0,60.0,50.0,51.0,54.0,25.0,23.0,26.0,12.0,12.0,10.0,11.0,10.0
10242,231498,25,65.0,69,1.0,4.0,2.0,6.0,39.0,23.0,69.0,56.0,24.0,53.0,27.0,27.0,64.0,56.0,50.0,59.0,51.0,55.0,57.0,50.0,72.0,70.0,88.0,31.0,88.0,53.0,33.0,53.0,35.0,55.0,56.0,62.0,54.0,11.0,11.0,8.0,9.0,9.0
10243,200779,23,65.0,70,1.0,3.0,2.0,18.0,44.0,63.0,63.0,33.0,39.0,61.0,40.0,27.0,29.0,60.0,77.0,78.0,68.0,57.0,63.0,79.0,72.0,58.0,84.0,63.0,64.0,18.0,59.0,34.0,64.0,45.0,24.0,15.0,12.0,14.0,7.0,10.0,6.0,11.0
10244,223819,24,65.0,71,1.0,3.0,3.0,11.0,67.0,63.0,59.0,69.0,56.0,66.0,68.0,55.0,69.0,67.0,73.0,73.0,80.0,58.0,70.0,61.0,66.0,58.0,42.0,66.0,43.0,52.0,64.0,62.0,66.0,61.0,66.0,52.0,43.0,13.0,10.0,13.0,15.0,7.0
10245,226123,23,65.0,71,1.0,3.0,2.0,21.0,64.0,64.0,41.0,62.0,39.0,63.0,57.0,54.0,53.0,65.0,69.0,73.0,65.0,61.0,64.0,62.0,64.0,72.0,69.0,56.0,58.0,48.0,58.0,66.0,55.0,49.0,44.0,55.0,45.0,12.0,12.0,14.0,14.0,13.0
10246,238923,23,65.0,71,1.0,4.0,3.0,20.0,59.0,56.0,46.0,59.0,38.0,59.0,45.0,44.0,55.0,58.0,84.0,85.0,70.0,62.0,74.0,54.0,70.0,91.0,61.0,51.0,75.0,48.0,65.0,57.0,55.0,60.0,51.0,44.0,42.0,13.0,5.0,7.0,6.0,12.0
10247,200780,24,65.0,69,1.0,3.0,2.0,17.0,58.0,49.0,35.0,66.0,40.0,63.0,70.0,74.0,67.0,62.0,72.0,72.0,86.0,65.0,78.0,53.0,66.0,75.0,65.0,62.0,74.0,60.0,53.0,62.0,53.0,74.0,61.0,64.0,60.0,7.0,15.0,10.0,12.0,12.0
10248,209740,35,65.0,65,1.0,4.0,2.0,3.0,61.0,52.0,64.0,62.0,42.0,62.0,37.0,34.0,60.0,61.0,63.0,58.0,59.0,67.0,59.0,57.0,70.0,70.0,78.0,45.0,80.0,68.0,55.0,57.0,59.0,61.0,64.0,66.0,63.0,13.0,13.0,8.0,9.0,8.0
10249,107084,33,65.0,65,1.0,1.0,1.0,34.0,13.0,14.0,14.0,29.0,11.0,11.0,12.0,12.0,25.0,21.0,31.0,32.0,22.0,62.0,34.0,15.0,50.0,32.0,83.0,13.0,35.0,15.0,15.0,44.0,13.0,41.0,19.0,12.0,13.0,64.0,62.0,60.0,67.0,65.0
10250,199245,27,65.0,66,1.0,3.0,1.0,12.0,18.0,10.0,13.0,29.0,12.0,15.0,18.0,11.0,29.0,23.0,38.0,33.0,58.0,60.0,41.0,14.0,69.0,26.0,67.0,15.0,19.0,23.0,12.0,28.0,19.0,45.0,25.0,15.0,19.0,64.0,66.0,65.0,65.0,64.0
10251,200525,26,65.0,68,1.0,2.0,1.0,28.0,17.0,11.0,15.0,25.0,15.0,19.0,16.0,20.0,26.0,25.0,40.0,45.0,32.0,56.0,38.0,14.0,70.0,39.0,69.0,11.0,27.0,16.0,11.0,29.0,12.0,46.0,20.0,14.0,14.0,68.0,63.0,61.0,65.0,67.0
10252,206157,33,65.0,65,1.0,3.0,2.0,13.0,47.0,49.0,67.0,63.0,50.0,48.0,39.0,32.0,62.0,60.0,46.0,42.0,58.0,57.0,43.0,55.0,64.0,65.0,81.0,48.0,74.0,62.0,48.0,50.0,37.0,50.0,58.0,62.0,63.0,10.0,7.0,10.0,12.0,6.0
10253,214093,38,65.0,65,1.0,3.0,2.0,8.0,48.0,53.0,44.0,63.0,47.0,53.0,54.0,59.0,58.0,63.0,37.0,40.0,56.0,75.0,61.0,65.0,49.0,49.0,82.0,65.0,65.0,65.0,56.0,53.0,59.0,63.0,74.0,63.0,62.0,11.0,8.0,14.0,12.0,10.0
10254,224589,23,65.0,70,1.0,3.0,3.0,3.0,57.0,31.0,54.0,48.0,30.0,58.0,52.0,33.0,34.0,63.0,87.0,83.0,83.0,57.0,84.0,47.0,64.0,74.0,52.0,32.0,55.0,60.0,46.0,35.0,36.0,58.0,62.0,61.0,66.0,14.0,14.0,11.0,14.0,6.0
10255,232269,25,65.0,68,1.0,3.0,3.0,19.0,65.0,61.0,65.0,65.0,53.0,67.0,51.0,44.0,58.0,66.0,67.0,67.0,67.0,63.0,67.0,65.0,57.0,66.0,64.0,59.0,55.0,26.0,64.0,59.0,57.0,59.0,48.0,26.0,24.0,15.0,6.0,7.0,6.0,14.0
10256,241741,20,65.0,76,1.0,3.0,3.0,10.0,58.0,57.0,48.0,66.0,56.0,71.0,64.0,59.0,56.0,68.0,79.0,75.0,82.0,67.0,87.0,61.0,57.0,69.0,44.0,42.0,46.0,29.0,55.0,59.0,56.0,65.0,34.0,35.0,48.0,13.0,13.0,12.0,9.0,13.0
10257,183885,28,65.0,65,1.0,3.0,2.0,8.0,61.0,56.0,44.0,67.0,60.0,61.0,64.0,65.0,62.0,62.0,56.0,55.0,68.0,63.0,76.0,64.0,75.0,77.0,59.0,60.0,77.0,65.0,64.0,60.0,63.0,64.0,62.0,62.0,60.0,14.0,11.0,16.0,9.0,6.0
10258,224590,23,65.0,73,1.0,4.0,2.0,21.0,60.0,48.0,42.0,73.0,48.0,61.0,62.0,65.0,67.0,66.0,60.0,66.0,63.0,59.0,67.0,66.0,61.0,74.0,73.0,60.0,58.0,57.0,52.0,65.0,48.0,60.0,58.0,57.0,52.0,9.0,12.0,11.0,14.0,15.0
10259,226382,27,65.0,66,1.0,3.0,3.0,15.0,50.0,32.0,47.0,68.0,44.0,65.0,39.0,46.0,66.0,67.0,68.0,70.0,63.0,64.0,73.0,49.0,88.0,75.0,63.0,46.0,56.0,62.0,44.0,56.0,47.0,59.0,59.0,65.0,60.0,14.0,16.0,15.0,13.0,6.0
10260,239438,22,65.0,75,1.0,3.0,2.0,20.0,33.0,25.0,70.0,38.0,32.0,35.0,36.0,31.0,35.0,33.0,73.0,70.0,48.0,56.0,67.0,41.0,76.0,63.0,77.0,24.0,66.0,53.0,30.0,36.0,39.0,50.0,69.0,67.0,70.0,15.0,9.0,5.0,14.0,6.0
10261,244046,24,65.0,69,1.0,3.0,2.0,9.0,36.0,70.0,72.0,61.0,59.0,58.0,49.0,41.0,51.0,59.0,68.0,69.0,54.0,59.0,49.0,68.0,68.0,56.0,63.0,58.0,39.0,15.0,59.0,53.0,65.0,59.0,30.0,15.0,22.0,10.0,6.0,8.0,5.0,11.0
10262,219471,30,65.0,65,1.0,3.0,2.0,25.0,25.0,24.0,67.0,47.0,24.0,35.0,28.0,32.0,32.0,39.0,63.0,69.0,44.0,50.0,50.0,34.0,66.0,55.0,76.0,22.0,72.0,65.0,23.0,32.0,39.0,57.0,66.0,66.0,64.0,16.0,11.0,6.0,6.0,13.0
10263,219727,28,65.0,65,1.0,3.0,2.0,9.0,56.0,66.0,57.0,57.0,57.0,61.0,53.0,57.0,47.0,60.0,72.0,70.0,72.0,64.0,67.0,70.0,72.0,78.0,63.0,58.0,42.0,35.0,66.0,58.0,67.0,60.0,20.0,24.0,28.0,13.0,11.0,7.0,8.0,16.0
10264,230223,30,65.0,65,1.0,3.0,2.0,19.0,29.0,32.0,63.0,58.0,39.0,49.0,37.0,40.0,47.0,64.0,67.0,62.0,64.0,59.0,60.0,48.0,67.0,58.0,71.0,30.0,61.0,58.0,38.0,31.0,43.0,52.0,76.0,62.0,59.0,18.0,14.0,10.0,11.0,18.0
10265,245583,22,65.0,72,1.0,3.0,3.0,27.0,64.0,65.0,47.0,66.0,62.0,69.0,70.0,55.0,64.0,70.0,69.0,72.0,58.0,46.0,65.0,66.0,48.0,63.0,59.0,59.0,35.0,30.0,60.0,56.0,56.0,50.0,36.0,42.0,42.0,10.0,7.0,14.0,14.0,14.0
10266,223056,23,65.0,72,1.0,3.0,3.0,22.0,66.0,58.0,52.0,65.0,38.0,64.0,66.0,49.0,62.0,66.0,80.0,80.0,74.0,57.0,76.0,62.0,48.0,66.0,53.0,66.0,57.0,56.0,59.0,63.0,58.0,58.0,43.0,51.0,50.0,8.0,14.0,14.0,12.0,7.0
10267,227920,20,65.0,77,1.0,3.0,3.0,38.0,59.0,59.0,34.0,61.0,49.0,74.0,66.0,44.0,43.0,71.0,84.0,77.0,79.0,51.0,77.0,56.0,50.0,64.0,55.0,48.0,33.0,21.0,58.0,49.0,47.0,57.0,34.0,29.0,24.0,14.0,9.0,15.0,8.0,8.0
10268,235856,23,65.0,70,1.0,2.0,1.0,40.0,11.0,7.0,22.0,41.0,6.0,16.0,17.0,15.0,40.0,17.0,50.0,51.0,45.0,51.0,43.0,29.0,64.0,23.0,46.0,8.0,33.0,6.0,2.0,45.0,16.0,47.0,14.0,15.0,18.0,64.0,64.0,66.0,66.0,66.0
10269,246608,21,65.0,75,1.0,3.0,3.0,36.0,61.0,49.0,44.0,69.0,46.0,68.0,62.0,53.0,65.0,70.0,65.0,63.0,68.0,62.0,77.0,54.0,51.0,64.0,49.0,48.0,62.0,52.0,59.0,70.0,49.0,68.0,46.0,51.0,47.0,10.0,9.0,10.0,11.0,9.0
10270,232785,24,65.0,69,1.0,3.0,2.0,17.0,42.0,60.0,65.0,52.0,55.0,62.0,31.0,27.0,44.0,63.0,80.0,69.0,70.0,59.0,66.0,64.0,78.0,64.0,72.0,58.0,49.0,14.0,68.0,43.0,58.0,53.0,34.0,21.0,10.0,7.0,12.0,14.0,12.0,12.0
10271,240465,21,65.0,75,1.0,3.0,2.0,28.0,48.0,27.0,62.0,64.0,34.0,59.0,54.0,36.0,59.0,66.0,61.0,63.0,71.0,60.0,55.0,58.0,72.0,57.0,65.0,38.0,59.0,62.0,37.0,58.0,45.0,52.0,71.0,62.0,61.0,12.0,8.0,8.0,10.0,15.0
10272,246098,22,65.0,71,1.0,2.0,2.0,30.0,64.0,28.0,64.0,67.0,22.0,50.0,40.0,21.0,60.0,61.0,37.0,38.0,34.0,65.0,42.0,56.0,30.0,68.0,86.0,32.0,59.0,70.0,32.0,26.0,41.0,57.0,73.0,69.0,66.0,8.0,5.0,12.0,8.0,6.0
